date,gross_tr,net_tr,level
1/29/2010,387.51,96.94,314.39
2/1/2010,391.77,98,317.84
2/2/2010,397.29,99.38,322.33
2/3/2010,396.08,99.08,321.34
2/4/2010,385.19,96.36,312.5
2/5/2010,387.22,96.86,314.15
2/8/2010,385.34,96.39,312.63
2/9/2010,390.19,97.6,316.55
2/10/2010,388.47,97.17,315.15
2/11/2010,392.9,98.28,318.73
2/12/2010,392.27,98.12,318.2
2/16/2010,398.02,99.56,322.85
2/17/2010,400.5,100.17,324.77
2/18/2010,403.08,100.82,326.87
2/19/2010,402.98,100.79,326.78
2/22/2010,402.82,100.75,326.66
2/23/2010,398.87,99.76,323.43
2/24/2010,404.09,101.07,327.66
2/25/2010,405.48,101.41,328.74
2/26/2010,407.05,101.8,330.02
3/1/2010,412.42,103.15,334.37
3/2/2010,412.08,103.06,334.1
3/3/2010,412.2,103.08,334.13
3/4/2010,413.82,103.49,335.44
3/5/2010,420.47,105.15,340.83
3/8/2010,421.08,105.3,341.26
3/9/2010,422.16,105.56,342.05
3/10/2010,424.07,106.04,343.59
3/11/2010,426.26,106.58,345.34
3/12/2010,426.68,106.69,345.69
3/15/2010,426.47,106.64,345.51
3/16/2010,428.92,107.25,347.5
3/17/2010,431.38,107.86,349.47
3/18/2010,431.37,107.86,349.46
3/19/2010,429.4,107.37,347.86
3/22/2010,433.94,108.5,351.53
3/23/2010,436.09,109.04,353.28
3/24/2010,434.72,108.7,352.16
3/25/2010,434.84,108.73,352.26
3/26/2010,435.6,108.92,352.88
3/29/2010,437.13,109.29,354.07
3/30/2010,438.64,109.67,355.26
3/31/2010,435.23,108.82,352.5
4/1/2010,437.33,109.34,354.2
4/5/2010,442.37,110.6,358.26
4/6/2010,442.97,110.75,358.74
4/7/2010,440.68,110.18,356.89
4/8/2010,443.42,110.86,359.11
4/9/2010,446.66,111.67,361.73
4/12/2010,447.44,111.87,362.36
4/13/2010,449.38,112.35,363.92
4/14/2010,456.9,114.23,370
4/15/2010,459.12,114.79,371.8
4/16/2010,448.15,112.04,362.91
4/19/2010,448.51,112.13,363.21
4/20/2010,452.59,113.15,366.51
4/21/2010,455.96,114,369.24
4/22/2010,460.36,115.09,372.8
4/23/2010,462.4,115.61,374.46
4/26/2010,461.43,115.36,373.67
4/27/2010,449.15,112.29,363.72
4/28/2010,449.89,112.48,364.32
4/29/2010,457.05,114.27,370.12
4/30/2010,444.87,111.22,360.25
5/3/2010,452.19,113.05,366.18
5/4/2010,438.39,109.6,354.99
5/5/2010,433.63,108.41,351.15
5/6/2010,418.69,104.68,339.05
5/7/2010,408.35,102.09,330.67
5/10/2010,431.71,107.93,349.59
5/11/2010,429.28,107.32,347.6
5/12/2010,438.54,109.64,355.09
5/13/2010,432.31,108.08,350.03
5/14/2010,421.99,105.5,341.67
5/17/2010,421.69,105.42,341.43
5/18/2010,413.79,103.43,334.87
5/19/2010,410.58,102.62,332.22
5/20/2010,394.33,98.56,319.07
5/21/2010,402,100.48,325.27
5/24/2010,399.03,99.74,322.86
5/25/2010,400.13,100.01,323.75
5/26/2010,397.37,99.32,321.49
5/27/2010,413.91,103.45,334.84
5/28/2010,409.09,102.24,330.94
6/1/2010,402.76,100.66,325.82
6/2/2010,412.63,103.13,333.8
6/3/2010,415.28,103.79,335.93
6/4/2010,400.46,100.09,323.94
6/7/2010,392.44,98.08,317.44
6/8/2010,394.2,98.52,318.87
6/9/2010,392.09,97.99,317.14
6/10/2010,403.67,100.89,326.5
6/11/2010,407.53,101.85,329.61
6/14/2010,406.66,101.63,328.9
6/15/2010,418.3,104.54,338.31
6/16/2010,419.01,104.72,338.89
6/17/2010,419.12,104.74,338.95
6/18/2010,419.79,104.91,339.49
6/21/2010,417.01,104.21,337.24
6/22/2010,410.95,102.7,332.34
6/23/2010,409.44,102.32,331.11
6/24/2010,401.25,100.28,324.49
6/25/2010,402,100.46,325.1
6/28/2010,400.26,100.02,323.64
6/29/2010,383.68,95.88,310.24
6/30/2010,379.14,94.74,306.54
7/1/2010,379.6,94.86,306.9
7/2/2010,377.13,94.24,304.9
7/6/2010,379,94.71,306.41
7/7/2010,392.85,98.17,317.6
7/8/2010,395.36,98.8,319.64
7/9/2010,399.54,99.84,323.01
7/12/2010,400.07,99.97,323.44
7/13/2010,406.95,101.69,328.97
7/14/2010,408.35,102.04,330.11
7/15/2010,408.98,102.2,330.62
7/16/2010,395.03,98.71,319.34
7/19/2010,396.87,99.17,320.83
7/20/2010,403.49,100.82,326.18
7/21/2010,397.84,99.41,321.61
7/22/2010,408.37,102.04,330.12
7/23/2010,413.08,103.22,333.93
7/26/2010,416.83,104.16,336.96
7/27/2010,415.07,103.72,335.53
7/28/2010,411.44,102.81,332.6
7/29/2010,410.8,102.65,332.07
7/30/2010,410.19,102.5,331.58
8/2/2010,419.15,104.73,338.8
8/3/2010,416.55,104.08,336.7
8/4/2010,421.43,105.3,340.64
8/5/2010,420.39,105.04,339.8
8/6/2010,419.23,104.75,338.86
8/9/2010,422.9,105.67,341.82
8/10/2010,418.73,104.63,338.44
8/11/2010,406.35,101.53,328.42
8/12/2010,402.38,100.54,325.19
8/13/2010,399.45,99.81,322.82
8/16/2010,399.75,99.88,323.06
8/17/2010,405.67,101.35,327.71
8/18/2010,407.23,101.73,328.89
8/19/2010,400.26,99.99,323.26
8/20/2010,399.49,99.79,322.63
8/23/2010,396.27,98.99,320.04
8/24/2010,388.16,96.96,313.47
8/25/2010,390.64,97.58,315.46
8/26/2010,386.77,96.61,312.32
8/27/2010,392.94,98.15,317.27
8/30/2010,386.94,96.65,312.4
8/31/2010,386.05,96.43,311.67
9/1/2010,398.42,99.52,321.66
9/2/2010,403.33,100.74,325.62
9/3/2010,411.36,102.75,332.07
9/7/2010,405.2,101.21,327.1
9/8/2010,408.97,102.15,330.11
9/9/2010,409.57,102.3,330.59
9/10/2010,411.18,102.7,331.89
9/13/2010,419.34,104.74,338.47
9/14/2010,420.41,105,339.33
9/15/2010,421.9,105.38,340.53
9/16/2010,424.33,105.98,342.47
9/17/2010,425.44,106.26,343.37
9/20/2010,433.21,108.2,349.64
9/21/2010,431.46,107.76,348.23
9/22/2010,428.69,107.07,345.98
9/23/2010,425.33,106.23,343.27
9/24/2010,435.14,108.68,351.19
9/27/2010,432.51,108.02,349.07
9/28/2010,434.23,108.45,350.39
9/29/2010,433.26,108.2,349.54
9/30/2010,430.45,107.5,347.28
10/1/2010,431.45,107.75,348.08
10/4/2010,428.51,107.01,345.71
10/5/2010,438.14,109.42,353.48
10/6/2010,434.78,108.57,350.72
10/7/2010,434.36,108.47,350.38
10/8/2010,438.4,109.48,353.64
10/11/2010,437.98,109.37,353.3
10/12/2010,440.76,110.07,355.54
10/13/2010,444.05,110.89,358.18
10/14/2010,445.03,111.13,358.97
10/15/2010,447.27,111.69,360.78
10/18/2010,448.24,111.93,361.57
10/19/2010,441.25,110.19,355.92
10/20/2010,446.45,111.49,360.12
10/21/2010,448.28,111.94,361.53
10/22/2010,449.68,112.29,362.67
10/25/2010,451.7,112.79,364.29
10/26/2010,451.01,112.62,363.74
10/27/2010,450.33,112.45,363.18
10/28/2010,451.03,112.62,363.73
10/29/2010,450.81,112.57,363.56
11/1/2010,451.81,112.82,364.36
11/2/2010,456.02,113.87,367.76
11/3/2010,457.63,114.26,368.98
11/4/2010,466.65,116.51,376.22
11/5/2010,468.33,116.93,377.58
11/8/2010,467.45,116.71,376.84
11/9/2010,462.85,115.56,373.08
11/10/2010,465.16,116.13,374.93
11/11/2010,462.94,115.58,373.14
11/12/2010,457.45,114.2,368.67
11/15/2010,457.36,114.18,368.59
11/16/2010,448.97,112.08,361.81
11/17/2010,449.84,112.29,362.43
11/18/2010,457.91,114.31,368.91
11/19/2010,460.03,114.83,370.61
11/22/2010,461.9,115.3,372.11
11/23/2010,456.08,113.85,367.41
11/24/2010,464.62,115.97,374.18
11/26/2010,462.56,115.45,372.44
11/29/2010,461.11,115.07,371.09
11/30/2010,458.99,114.54,369.38
12/1/2010,469.18,117.08,377.54
12/2/2010,474.3,118.35,381.66
12/3/2010,475.68,118.7,382.76
12/6/2010,475.87,118.74,382.91
12/7/2010,475.76,118.72,382.83
12/8/2010,475.96,118.76,382.93
12/9/2010,475.98,118.76,382.82
12/10/2010,477.86,119.22,384.33
12/13/2010,476.93,118.99,383.58
12/14/2010,476.41,118.86,383.14
12/15/2010,473.78,118.2,381
12/16/2010,476.49,118.87,383.12
12/17/2010,477.77,119.19,384.15
12/20/2010,478.93,119.48,385.07
12/21/2010,483.05,120.51,388.39
12/22/2010,483.53,120.63,388.75
12/23/2010,481.87,120.2,387.24
12/27/2010,481.82,120.18,387.21
12/28/2010,481.22,120.03,386.7
12/29/2010,482.06,120.23,387.28
12/30/2010,481.05,119.98,386.48
12/31/2010,480.32,119.8,385.89
1/3/2011,486.68,121.39,391
1/4/2011,484.82,120.92,389.51
1/5/2011,489.53,122.09,393.21
1/6/2011,488.61,121.86,392.47
1/7/2011,488.66,121.87,392.51
1/10/2011,489.41,122.06,393.11
1/11/2011,489.99,122.2,393.58
1/12/2011,492.19,122.75,395.33
1/13/2011,493.21,123.01,396.15
1/14/2011,497.02,123.96,399.21
1/18/2011,498.54,124.33,400.38
1/19/2011,492.91,122.93,395.86
1/20/2011,489.11,121.98,392.8
1/21/2011,488.99,121.95,392.71
1/24/2011,492.77,122.89,395.74
1/25/2011,492.04,122.71,395.16
1/26/2011,494.52,123.33,397.12
1/27/2011,496.37,123.79,398.6
1/28/2011,485.28,121.02,389.68
1/31/2011,488.3,121.77,392.1
2/1/2011,495.2,123.49,397.64
2/2/2011,495.47,123.56,397.86
2/3/2011,497.25,124,399.27
2/4/2011,499.83,124.64,401.34
2/7/2011,503,125.43,403.87
2/8/2011,506.98,126.42,407.05
2/9/2011,508.87,126.89,408.45
2/10/2011,510.11,127.19,409.37
2/11/2011,514.43,128.26,412.83
2/14/2011,515.14,128.44,413.4
2/15/2011,513.68,128.08,412.23
2/16/2011,516.65,128.81,414.48
2/17/2011,515.76,128.58,413.76
2/18/2011,515.41,128.49,413.48
2/22/2011,502.55,125.29,403.17
2/23/2011,497.4,124,399.02
2/24/2011,499.37,124.48,400.46
2/25/2011,506.48,126.24,405.99
2/28/2011,508.96,126.86,407.97
3/1/2011,499.65,124.54,400.51
3/2/2011,500.74,124.8,401.32
3/3/2011,511.6,127.51,410.02
3/4/2011,508.66,126.77,407.66
3/7/2011,503.34,125.45,403.4
3/8/2011,508.67,126.77,407.62
3/9/2011,507.04,126.36,406.27
3/10/2011,498.97,124.35,399.8
3/11/2011,502.3,125.16,402.29
3/14/2011,498.92,124.32,399.59
3/15/2011,494.04,123.11,395.68
3/16/2011,484.16,120.64,387.75
3/17/2011,489.45,121.96,391.92
3/18/2011,491.76,122.53,393.77
3/21/2011,501.55,124.97,401.6
3/22/2011,499.59,124.48,400.03
3/23/2011,501.77,125.03,401.78
3/24/2011,508.62,126.73,407.26
3/25/2011,512.66,127.74,410.49
3/28/2011,510.46,127.19,408.73
3/29/2011,514.88,128.29,412.22
3/30/2011,517.59,128.96,414.38
3/31/2011,517.82,129.02,414.56
4/1/2011,520.2,129.61,416.47
4/4/2011,519.81,129.51,416.11
4/5/2011,518.83,129.26,415.32
4/6/2011,516.91,128.76,413.54
4/7/2011,515.85,128.5,412.7
4/8/2011,513.74,127.97,411.01
4/11/2011,511.01,127.29,408.82
4/12/2011,505.77,125.99,404.63
4/13/2011,508.91,126.77,407.14
4/14/2011,509.59,126.94,407.68
4/15/2011,511.74,127.47,409.4
4/18/2011,506.28,126.12,405.03
4/19/2011,510.39,127.14,408.32
4/20/2011,519.82,129.48,415.78
4/21/2011,525.47,130.89,420.3
4/25/2011,524.18,130.57,419.27
4/26/2011,528.61,131.67,422.82
4/27/2011,529.64,131.92,423.62
4/28/2011,528.7,131.69,422.84
4/29/2011,530.88,132.23,424.58
5/2/2011,528.76,131.7,422.87
5/3/2011,523.64,130.43,418.79
5/4/2011,517.76,128.96,414.07
5/5/2011,514.23,128.08,411.22
5/6/2011,516.85,128.71,413.12
5/9/2011,520.5,129.62,416.01
5/10/2011,525.83,130.95,420.28
5/11/2011,518.37,129.08,414.19
5/12/2011,520,129.48,415.47
5/13/2011,513.95,127.98,410.64
5/16/2011,509.08,126.76,406.71
5/17/2011,506.75,126.18,404.83
5/18/2011,514.59,128.12,411.01
5/19/2011,516.31,128.53,412.19
5/20/2011,513.03,127.72,409.58
5/23/2011,505.71,125.89,403.73
5/24/2011,505.04,125.73,403.2
5/25/2011,509.29,126.78,406.59
5/26/2011,513.16,127.74,409.56
5/27/2011,515.24,128.25,411.18
5/31/2011,520.81,129.64,415.62
6/1/2011,508.56,126.59,405.83
6/2/2011,510.21,127,407.14
6/3/2011,504.17,125.49,402.3
6/6/2011,498.52,124.09,397.79
6/7/2011,498.28,124.03,397.6
6/8/2011,495.04,123.22,394.99
6/9/2011,498.17,123.99,397.48
6/10/2011,489.81,121.91,390.82
6/13/2011,487.69,121.38,389.09
6/14/2011,495.86,123.42,395.61
6/15/2011,486.96,121.2,388.51
6/16/2011,486.05,120.97,387.76
6/17/2011,487.3,121.28,388.75
6/20/2011,490.1,121.98,390.99
6/21/2011,501.13,124.73,399.79
6/22/2011,498.2,124,397.44
6/23/2011,500.1,124.47,398.96
6/24/2011,494.18,123,394.24
6/27/2011,499.64,124.36,398.59
6/28/2011,508.76,126.62,405.79
6/29/2011,511.03,127.18,407.61
6/30/2011,518.19,128.96,413.31
7/1/2011,527.6,131.3,420.77
7/5/2011,529.63,131.81,422.39
7/6/2011,531.37,132.22,423.54
7/7/2011,536.25,133.43,427.43
7/8/2011,533.13,132.66,424.94
7/11/2011,523.25,130.2,417.06
7/12/2011,518.88,129.11,413.58
7/13/2011,521.04,129.65,415.3
7/14/2011,516.55,128.53,411.73
7/15/2011,521.04,129.65,415.31
7/18/2011,517.54,128.77,412.43
7/19/2011,528.31,131.45,421.01
7/20/2011,526.82,131.08,419.82
7/21/2011,532.06,132.36,423.81
7/22/2011,531.83,132.31,423.62
7/25/2011,530.6,132,422.65
7/26/2011,528.93,131.58,421.31
7/27/2011,516.08,128.39,411.07
7/28/2011,512.89,127.59,408.49
7/29/2011,510.11,126.9,406.27
8/1/2011,509.74,126.8,405.97
8/2/2011,493.98,122.89,393.42
8/3/2011,497.02,123.64,395.83
8/4/2011,470.02,116.92,374.3
8/5/2011,469.35,116.75,373.77
8/8/2011,437.62,108.84,348.3
8/9/2011,459.53,114.29,365.73
8/10/2011,442.77,110.12,352.35
8/11/2011,461.27,114.71,366.96
8/12/2011,466.38,115.98,371.02
8/15/2011,475.34,118.21,378.12
8/16/2011,468.63,116.53,372.75
8/17/2011,467.48,116.24,371.78
8/18/2011,441.65,109.82,351.21
8/19/2011,432.36,107.51,343.82
8/22/2011,433.58,107.81,344.79
8/23/2011,451.31,112.22,358.89
8/24/2011,457.28,113.7,363.62
8/25/2011,449.49,111.76,357.42
8/26/2011,459.29,114.2,365.21
8/29/2011,472.77,117.54,375.81
8/30/2011,475.5,118.22,377.97
8/31/2011,477.12,118.62,379.23
9/1/2011,471.31,117.17,374.59
9/2/2011,458.79,114.06,364.64
9/6/2011,456.31,113.44,362.66
9/7/2011,468.81,116.55,372.58
9/8/2011,462.9,115.08,367.88
9/9/2011,451.44,112.23,358.77
9/12/2011,453.24,112.68,360.2
9/13/2011,459.92,114.33,365.46
9/14/2011,466.76,116.04,370.9
9/15/2011,474.21,117.89,376.81
9/16/2011,477.04,118.59,379.04
9/19/2011,475.62,118.23,377.91
9/20/2011,474.14,117.87,376.74
9/21/2011,461.34,114.68,366.56
9/22/2011,445.53,110.75,354
9/23/2011,446.67,111.02,354.71
9/26/2011,456.2,113.39,362.28
9/27/2011,460.42,114.44,365.63
9/28/2011,452.17,112.38,359.05
9/29/2011,451.79,112.29,358.74
9/30/2011,439.95,109.35,349.34
10/3/2011,428.01,106.38,339.86
10/4/2011,435.75,108.3,346
10/5/2011,444.67,110.52,353.08
10/6/2011,451.77,112.28,358.72
10/7/2011,449.42,111.7,356.85
10/10/2011,465.19,115.62,369.37
10/11/2011,466.67,115.98,370.53
10/12/2011,469.55,116.7,372.76
10/13/2011,470.28,116.88,373.34
10/14/2011,481.85,119.75,382.53
10/17/2011,474.19,117.85,376.45
10/18/2011,479.3,119.12,380.51
10/19/2011,471.22,117.11,374.09
10/20/2011,472.87,117.52,375.37
10/21/2011,481.59,119.68,382.29
10/24/2011,488.51,121.4,387.78
10/25/2011,479.35,119.13,380.51
10/26/2011,482.58,119.93,383.08
10/27/2011,496.61,123.42,394.21
10/28/2011,498.12,123.79,395.41
10/31/2011,486.12,120.81,385.88
11/1/2011,474.4,117.9,376.58
11/2/2011,482.27,119.85,382.82
11/3/2011,491.4,122.12,390.04
11/4/2011,489.1,121.55,388.22
11/7/2011,490.97,122.01,389.7
11/8/2011,496.28,123.29,393.53
11/9/2011,479.25,119.06,380.02
11/10/2011,482.86,119.96,382.88
11/11/2011,491.89,122.2,390.04
11/14/2011,488.5,121.36,387.31
11/15/2011,490.8,121.93,389.11
11/16/2011,483.61,120.12,383.21
11/17/2011,475.86,118.2,377.07
11/18/2011,474,117.74,375.6
11/21/2011,465.54,115.63,368.85
11/22/2011,465.79,115.69,369.04
11/23/2011,454.96,113,360.44
11/25/2011,452.4,112.36,358.41
11/28/2011,466.85,115.95,369.81
11/29/2011,468.37,116.3,370.78
11/30/2011,486.92,120.91,385.44
12/1/2011,486.99,120.92,385.49
12/2/2011,486.05,120.69,384.75
12/5/2011,489.79,121.62,387.68
12/6/2011,489.66,121.59,387.58
12/7/2011,489.35,121.5,387.26
12/8/2011,481.34,119.51,380.92
12/9/2011,489.45,121.53,387.34
12/12/2011,482.92,119.9,382.17
12/13/2011,478.56,118.82,378.68
12/14/2011,470.45,116.8,372.26
12/15/2011,470.63,116.85,372.38
12/16/2011,471.4,117.04,372.97
12/19/2011,467.99,116.19,370.28
12/20/2011,482.55,119.79,381.6
12/21/2011,482.98,119.89,381.94
12/22/2011,485.84,120.6,384.21
12/23/2011,490.61,121.79,387.97
12/27/2011,491.91,122.11,388.99
12/28/2011,485.89,120.61,384.2
12/29/2011,490.44,121.74,387.8
12/30/2011,487.99,121.13,385.86
1/3/2012,495.33,122.96,391.67
1/4/2012,496.35,123.21,392.47
1/5/2012,496.8,123.32,392.83
1/6/2012,496,123.12,392.2
1/9/2012,496.07,123.14,392.25
1/10/2012,498.9,123.84,394.49
1/11/2012,496.89,123.34,392.89
1/12/2012,494.96,122.86,391.36
1/13/2012,494.13,122.66,390.7
1/17/2012,497.16,123.41,393.1
1/18/2012,501.65,124.52,396.61
1/19/2012,503.88,125.07,398.38
1/20/2012,504.79,125.3,399.09
1/23/2012,506.51,125.73,400.46
1/24/2012,505.92,125.58,399.99
1/25/2012,513.29,127.41,405.82
1/26/2012,510.78,126.79,403.83
1/27/2012,510.12,126.62,403.29
1/30/2012,509.77,126.53,403.01
1/31/2012,509.28,126.41,402.63
2/1/2012,511.29,126.91,404.22
2/2/2012,511.71,127.01,404.54
2/3/2012,518.73,128.76,410.08
2/6/2012,519.23,128.88,410.46
2/7/2012,521.44,129.43,412.2
2/8/2012,522.14,129.56,412.38
2/9/2012,524.96,130.26,414.6
2/10/2012,522.35,129.61,412.53
2/13/2012,527.06,130.78,416.22
2/14/2012,528.45,131.12,417.29
2/15/2012,524.3,130.07,413.81
2/16/2012,528.44,131.1,417.07
2/17/2012,530.05,131.5,418.31
2/21/2012,532.84,132.19,420.51
2/22/2012,533.53,132.36,421.04
2/23/2012,535.95,132.96,422.94
2/24/2012,538.13,133.5,424.66
2/27/2012,538.22,133.52,424.7
2/28/2012,540.51,134.08,426.42
2/29/2012,538.16,133.49,424.52
3/1/2012,541.67,134.36,427.26
3/2/2012,540.14,133.98,426.06
3/5/2012,538.63,133.6,424.85
3/6/2012,531.15,131.75,418.95
3/7/2012,534.72,132.63,421.69
3/8/2012,540.14,133.97,425.95
3/9/2012,541.2,134.23,426.79
3/12/2012,541.65,134.34,427.14
3/13/2012,549.92,136.38,433.49
3/14/2012,550.79,136.59,434.16
3/15/2012,552.29,136.97,435.34
3/16/2012,554.21,137.44,436.85
3/19/2012,557.12,138.16,439.14
3/20/2012,556.58,138.03,438.71
3/21/2012,556.41,137.99,438.57
3/22/2012,556.05,137.9,438.29
3/23/2012,556.18,137.93,438.39
3/26/2012,563.96,139.86,444.53
3/27/2012,564.44,139.96,444.67
3/28/2012,562.21,139.39,442.81
3/29/2012,562.43,139.45,442.98
3/30/2012,563.89,139.81,444.14
4/2/2012,569.02,141.08,448.17
4/3/2012,570.44,141.42,449.19
4/4/2012,566.77,140.51,446.29
4/5/2012,569.72,141.24,448.58
4/9/2012,565.55,140.21,445.29
4/10/2012,556.62,137.99,438.25
4/11/2012,560.37,138.91,441.06
4/12/2012,564.13,139.84,444.02
4/13/2012,562.05,139.32,442.39
4/16/2012,559.18,138.61,440.12
4/17/2012,566.91,140.53,446.21
4/18/2012,565.58,140.2,445.17
4/19/2012,561.66,139.22,442.05
4/20/2012,563.56,139.69,443.5
4/23/2012,558.66,138.48,439.65
4/24/2012,557.43,138.17,438.69
4/25/2012,568.87,141.01,447.68
4/26/2012,572.34,141.87,450.38
4/27/2012,574.93,142.51,452.42
4/30/2012,571.82,141.74,449.96
5/1/2012,573.85,142.24,451.55
5/2/2012,575.77,142.71,453.06
5/3/2012,571.93,141.74,449.84
5/4/2012,564.34,139.86,443.87
5/7/2012,564.22,139.83,443.75
5/8/2012,561.14,139.06,441.2
5/9/2012,556.77,137.97,437.73
5/10/2012,559.34,138.61,439.74
5/11/2012,559.39,138.61,439.72
5/14/2012,553.72,137.2,435.2
5/15/2012,553.01,137.02,434.59
5/16/2012,552.37,136.85,433.99
5/17/2012,541.56,134.17,425.5
5/18/2012,538.88,133.51,423.39
5/21/2012,548.09,135.79,430.62
5/22/2012,549.26,136.08,431.53
5/23/2012,549.49,136.13,431.68
5/24/2012,552.24,136.81,433.84
5/25/2012,550.79,136.46,432.71
5/29/2012,555.73,137.67,436.51
5/30/2012,552,136.74,433.5
5/31/2012,550.13,136.26,431.84
6/1/2012,536.35,132.85,421.02
