date,tr,net_tr,snp_value
5/4/2018,5199.48,2593.38,1077.13
5/7/2018,5206.29,2596.75,1078.5
5/8/2018,5203.8,2595.51,1077.98
5/9/2018,5252.17,2619.48,1087.79
5/10/2018,5302.16,2644.19,1097.83
5/11/2018,5314.59,2650.08,1099.98
5/14/2018,5322.07,2653.76,1101.46
5/15/2018,5302.41,2643.87,1097.28
5/16/2018,5327.59,2656.3,1102.31
5/17/2018,5333.2,2658.73,1102.96
5/18/2018,5307.87,2646,1097.59
5/21/2018,5346.46,2665.2,1105.51
5/22/2018,5336.37,2660.15,1103.4
5/23/2018,5330.38,2657.14,1102.13
5/24/2018,5311.19,2647.54,1098.12
5/25/2018,5286.73,2635.26,1092.93
5/29/2018,5206.84,2595.38,1076.35
5/30/2018,5289.04,2636.2,1093.13
5/31/2018,5242.59,2612.83,1083.23
6/1/2018,5283.05,2632.93,1091.49
6/4/2018,5291.72,2637.23,1093.26
6/5/2018,5286.33,2634.47,1092.03
6/6/2018,5336.24,2659.32,1102.31
6/7/2018,5359.87,2670.9,1106.92
6/8/2018,5378.21,2679.97,1110.62
6/11/2018,5386.43,2684.06,1112.31
6/12/2018,5382.78,2682.18,1111.47
6/13/2018,5356.76,2669.17,1106.04
6/14/2018,5353.78,2667.42,1105.05
6/15/2018,5351.13,2665.99,1104.36
6/18/2018,5333.25,2657.08,1100.66
6/19/2018,5320.26,2650.59,1097.95
6/20/2018,5319.86,2650.39,1097.87
6/21/2018,5290.06,2635.45,1091.59
6/22/2018,5319.3,2649.97,1097.57
6/25/2018,5272.11,2626.46,1087.83
6/26/2018,5275.5,2628.15,1088.53
6/27/2018,5251.9,2616.39,1083.66
6/28/2018,5273.3,2626.89,1087.85
6/29/2018,5275.71,2628,1088.21
7/2/2018,5275.09,2627.65,1088.03
7/3/2018,5268.07,2624.15,1086.58
7/5/2018,5302.8,2641.17,1093.35
7/6/2018,5336.38,2657.84,1100.2
7/9/2018,5385.91,2682.02,1109.75
7/10/2018,5407.5,2692.76,1114.17
7/11/2018,5358.25,2668.24,1104.03
7/12/2018,5381.88,2679.98,1108.86
7/13/2018,5384.26,2681.16,1109.34
7/16/2018,5388.68,2683.3,1110.17
7/17/2018,5394.34,2686.1,1111.32
7/18/2018,5413.59,2695.69,1115.28
7/19/2018,5398.51,2688.07,1112.03
7/20/2018,5383.98,2680.76,1108.93
7/23/2018,5395.74,2686.62,1111.35
7/24/2018,5421.19,2699.23,1116.52
7/25/2018,5446.14,2711.64,1121.63
7/26/2018,5471.18,2724.11,1126.79
7/27/2018,5462.23,2719.64,1124.94
7/30/2018,5474.44,2725.63,1127.32
7/31/2018,5489.47,2733.07,1130.36
8/1/2018,5456.23,2716.52,1123.52
8/2/2018,5462.17,2719.36,1124.58
8/3/2018,5498.45,2737.21,1131.76
8/6/2018,5512.28,2743.99,1134.46
8/7/2018,5528.9,2752.26,1137.88
8/8/2018,5519.65,2747.64,1135.94
8/9/2018,5505.54,2740.25,1132.53
8/10/2018,5470.99,2722.79,1125.06
8/13/2018,5438.27,2706.48,1118.3
8/14/2018,5475.23,2724.75,1125.73
8/15/2018,5437.13,2705.72,1117.81
8/16/2018,5499.98,2736.6,1130.17
8/17/2018,5526.84,2749.85,1135.55
8/20/2018,5549.32,2760.98,1140.08
8/21/2018,5563.84,2768.16,1143.01
8/22/2018,5548.9,2760.71,1139.91
8/23/2018,5532.39,2752.46,1136.48
8/24/2018,5555.32,2763.86,1141.18
8/27/2018,5593.8,2782.91,1148.94
8/28/2018,5588.8,2780.41,1147.9
8/29/2018,5601.3,2786.59,1150.41
8/30/2018,5568.85,2770.23,1143.45
8/31/2018,5563.98,2767.73,1142.34
9/4/2018,5555.2,2763.22,1140.35
9/5/2018,5578.55,2774.83,1145.13
9/6/2018,5563.05,2766.83,1141.56
9/7/2018,5551.18,2760.82,1138.97
9/10/2018,5563.23,2766.81,1141.44
9/11/2018,5567.87,2769.03,1142.27
9/12/2018,5576.21,2773.17,1143.97
9/13/2018,5590.22,2779.91,1146.54
9/14/2018,5597.74,2783.45,1147.8
9/17/2018,5597.26,2783.2,1147.68
9/18/2018,5617.9,2793.44,1151.89
9/19/2018,5637.86,2803.36,1155.98
9/20/2018,5675.27,2821.89,1163.54
9/21/2018,5682.42,2825.41,1164.96
9/24/2018,5640.6,2804.61,1156.38
9/25/2018,5620.61,2794.61,1152.2
9/26/2018,5591.23,2780,1146.17
9/27/2018,5589.98,2779.15,1145.61
9/28/2018,5585.04,2776.63,1144.5
10/1/2018,5607.28,2787.68,1149.05
10/2/2018,5618.59,2793.27,1151.32
10/3/2018,5623.64,2795.78,1152.36
10/4/2018,5620.09,2793.7,1151.19
10/5/2018,5602.82,2785.1,1147.65
10/8/2018,5629.8,2798.51,1153.17
10/9/2018,5614.69,2790.51,1149.4
10/10/2018,5473.2,2720.18,1120.42
10/11/2018,5334.31,2651.15,1091.98
10/12/2018,5363.99,2665.86,1098.01
10/15/2018,5355.32,2661.53,1096.2
10/16/2018,5437.6,2702.38,1112.98
10/17/2018,5441.51,2704.29,1113.75
10/18/2018,5392.17,2679.67,1103.5
10/19/2018,5400.96,2684.01,1105.26
10/22/2018,5348.52,2657.9,1094.47
10/23/2018,5315.69,2641.53,1087.67
10/24/2018,5185.02,2576.6,1060.94
10/25/2018,5239.25,2603.54,1072.03
10/26/2018,5168.82,2568.54,1057.62
10/29/2018,5181.59,2574.87,1060.2
10/30/2018,5267.49,2617.47,1077.66
10/31/2018,5287.6,2627.43,1081.73
11/1/2018,5331.89,2649.4,1090.73
11/2/2018,5318.76,2642.73,1087.85
11/5/2018,5380.81,2673.52,1100.49
11/6/2018,5414.31,2690.1,1107.25
11/7/2018,5491.79,2728.58,1123.08
11/8/2018,5480.5,2722.47,1120.08
11/9/2018,5447.84,2705.94,1112.99
11/12/2018,5373.51,2669.03,1097.81
11/13/2018,5365.08,2664.8,1096.03
11/14/2018,5328.98,2646.75,1088.49
11/15/2018,5370.17,2666.81,1096.37
11/16/2018,5394.15,2678.62,1101.12
11/19/2018,5369.8,2666.49,1096.1
11/20/2018,5260.32,2612.03,1073.62
11/21/2018,5271.21,2617.39,1075.78
11/23/2018,5232.96,2598.32,1067.87
11/26/2018,5299.76,2631.39,1081.37
11/27/2018,5317.87,2640.38,1085.06
11/28/2018,5399.6,2680.95,1101.72
11/29/2018,5390.37,2676.1,1099.47
11/30/2018,5426.84,2694.12,1106.78
12/3/2018,5467.83,2714.46,1115.14
12/4/2018,5309.3,2635.69,1082.72
12/6/2018,5279.86,2620.72,1076.22
12/7/2018,5187.83,2574.86,1057.21
12/10/2018,5163.21,2562.63,1052.18
12/11/2018,5151.62,2556.81,1049.72
12/12/2018,5166.08,2563.96,1052.64
12/13/2018,5162.1,2561.83,1051.61
12/14/2018,5084.19,2523.03,1035.56
12/17/2018,4991.36,2476.91,1016.59
12/18/2018,4963.12,2462.88,1010.81
12/19/2018,4904.07,2433.5,998.68
12/20/2018,4831.07,2397.24,983.76
12/21/2018,4758.27,2361.12,968.94
12/24/2018,4629.55,2297.13,942.57
12/26/2018,4839.9,2401.51,985.4
12/27/2018,4878.58,2420.62,993.17
12/28/2018,4875.07,2418.72,992.24
12/31/2018,4912.53,2437.19,999.7
1/2/2019,4933.2,2447.44,1003.9
1/3/2019,4817.46,2389.78,980.03
1/4/2019,4972.39,2466.64,1011.55
1/7/2019,5004.83,2482.73,1018.14
1/8/2019,5044.38,2502.34,1026.18
1/9/2019,5066.91,2513.21,1030.34
1/10/2019,5091.76,2525.54,1035.4
1/11/2019,5095.42,2527.35,1036.14
1/14/2019,5079.01,2519.14,1032.71
1/15/2019,5111.18,2535.09,1039.23
1/16/2019,5141.64,2550.15,1045.36
1/17/2019,5180,2569.09,1053.05
1/18/2019,5257.79,2607.64,1068.82
1/22/2019,5182.56,2570.3,1053.49
1/23/2019,5195.06,2576.5,1056.03
1/24/2019,5205.96,2581.86,1058.17
1/25/2019,5260.12,2608.68,1069.13
1/28/2019,5234.48,2595.96,1063.92
1/29/2019,5240.51,2598.94,1065.13
1/30/2019,5303.55,2630.07,1077.76
1/31/2019,5333.71,2644.86,1083.65
2/1/2019,5344.96,2650.28,1085.73
2/4/2019,5374.03,2664.67,1091.59
2/5/2019,5391.58,2673.36,1095.15
2/6/2019,5388.41,2671.73,1094.42
2/7/2019,5339.75,2647.44,1084.31
2/8/2019,5331.55,2642.99,1082.12
2/11/2019,5332.92,2643.66,1082.39
2/12/2019,5400.14,2676.86,1095.87
2/13/2019,5422.08,2687.68,1100.25
2/14/2019,5399.83,2676.25,1095.18
2/15/2019,5470.44,2711.14,1109.36
2/19/2019,5483.02,2717.25,1111.75
2/20/2019,5501.35,2726.28,1115.38
2/21/2019,5474.58,2712.92,1109.84
2/22/2019,5494.21,2722.62,1113.77
2/25/2019,5504.74,2727.74,1115.77
2/26/2019,5493.2,2722.01,1113.42
2/27/2019,5482.99,2716.81,1111.15
2/28/2019,5453.6,2701.95,1104.8
3/1/2019,5485.72,2717.79,1111.2
3/4/2019,5460.11,2705.08,1105.98
3/5/2019,5450,2700.02,1103.86
3/6/2019,5410.84,2680.56,1095.86
3/7/2019,5370.77,2660.49,1087.44
3/8/2019,5366.67,2658.35,1086.46
3/11/2019,5443.99,2696.63,1102.08
3/12/2019,5460.34,2704.69,1105.35
3/13/2019,5497.69,2723.12,1112.81
3/14/2019,5502.2,2725.04,1113.3
3/15/2019,5525.11,2736.33,1117.85
3/18/2019,5560.08,2753.64,1124.91
3/19/2019,5547.29,2747.26,1122.27
3/20/2019,5503.18,2725.42,1113.35
3/21/2019,5560.97,2753.99,1124.98
3/22/2019,5450.45,2699.14,1102.45
3/25/2019,5433.16,2690.52,1098.87
3/26/2019,5472.19,2709.84,1106.76
3/27/2019,5453.51,2700.56,1102.95
3/28/2019,5475.32,2711.19,1107.13
3/29/2019,5511.57,2729.09,1114.38
4/1/2019,5583.37,2764.63,1128.89
4/2/2019,5578.74,2762.3,1127.9
4/3/2019,5592.95,2769.33,1130.77
4/4/2019,5619.94,2782.47,1135.91
4/5/2019,5651.63,2798.15,1142.3
4/8/2019,5663.66,2804.1,1144.73
4/9/2019,5619.72,2782.02,1135.41
4/10/2019,5639.17,2791.58,1139.25
4/11/2019,5642.11,2793.02,1139.81
4/12/2019,5680.77,2812.09,1147.54
4/15/2019,5674.94,2809.16,1146.3
4/16/2019,5689.14,2816.19,1149.17
4/17/2019,5689.6,2816.34,1149.15
4/18/2019,5693.17,2818.07,1149.82
4/22/2019,5687.77,2815.35,1148.67
4/23/2019,5731.12,2836.75,1157.34
4/24/2019,5714.39,2828.47,1153.96
4/25/2019,5686.38,2814.6,1148.31
4/26/2019,5714.21,2828.34,1153.88
4/29/2019,5728.12,2835.14,1156.57
4/30/2019,5738.92,2840.46,1158.71
5/1/2019,5713.94,2828.08,1153.65
5/2/2019,5699.7,2820.98,1150.71
5/3/2019,5745.8,2843.68,1159.86
5/6/2019,5715.51,2828.61,1153.63
5/7/2019,5622.19,2782.42,1134.78
5/8/2019,5607.21,2774.97,1131.72
5/9/2019,5595.65,2768.87,1128.87
5/10/2019,5615.22,2778.15,1132.26
5/13/2019,5473.09,2707.79,1103.55
5/14/2019,5520.93,2731.3,1112.97
5/15/2019,5533.33,2737.38,1115.41
5/16/2019,5567.42,2753.92,1121.84
5/17/2019,5539.66,2740.05,1116.06
5/20/2019,5508.59,2724.66,1109.77
5/21/2019,5561.82,2750.95,1120.44
5/22/2019,5528.01,2734.21,1113.6
5/23/2019,5461.28,2701.09,1100
5/24/2019,5471.39,2705.95,1101.85
5/28/2019,5405.45,2673.33,1088.56
5/29/2019,5376.03,2658.74,1082.59
5/30/2019,5374.17,2657.68,1082.02
5/31/2019,5304.29,2622.99,1067.77
6/3/2019,5340.78,2641.02,1075.09
6/4/2019,5464.33,2702.02,1099.84
6/5/2019,5495.9,2717.51,1106.02
6/6/2019,5528.42,2733.26,1112.12
6/7/2019,5567.94,2752.68,1119.92
6/10/2019,5596.34,2766.72,1125.62
6/11/2019,5603.36,2770.14,1126.97
6/12/2019,5584.79,2760.93,1123.19
6/13/2019,5618.11,2777.06,1129.43
6/14/2019,5609.56,2772.71,1127.53
6/17/2019,5601.52,2768.73,1125.92
6/18/2019,5662.68,2798.95,1138.2
6/19/2019,5669.54,2802.34,1139.57
6/20/2019,5722.37,2828.36,1150.06
6/21/2019,5715.87,2825.11,1148.71
6/24/2019,5696.98,2815.78,1144.92
6/25/2019,5662.35,2798.66,1137.96
6/26/2019,5663.23,2799.1,1138.14
6/27/2019,5691.15,2812.73,1143.53
6/28/2019,5733.02,2833.37,1151.86
7/1/2019,5775.36,2854.28,1160.35
7/2/2019,5779.82,2856.45,1161.2
7/3/2019,5822.12,2877.08,1169.32
7/5/2019,5817.83,2874.88,1168.36
7/8/2019,5787.3,2859.8,1162.23
7/9/2019,5788.28,2859.95,1161.98
7/10/2019,5799.63,2865.55,1164.25
7/11/2019,5821.58,2876.39,1168.65
7/12/2019,5863.23,2896.91,1176.92
7/15/2019,5859.07,2894.85,1176.09
7/16/2019,5844.3,2887.52,1173.08
7/17/2019,5795.81,2863.55,1163.33
7/18/2019,5824.66,2877.7,1168.97
7/19/2019,5792.18,2861.61,1162.39
7/22/2019,5803.86,2867.33,1164.68
7/23/2019,5855.16,2892.66,1174.95
7/24/2019,5888.1,2908.86,1181.47
7/25/2019,5859.54,2894.75,1175.73
7/26/2019,5890.58,2910.06,1181.93
7/29/2019,5887.23,2908.4,1181.24
7/30/2019,5882.11,2905.74,1180.03
7/31/2019,5834.01,2881.95,1170.35
8/1/2019,5753.11,2841.97,1154.1
8/2/2019,5715.18,2823.1,1146.31
8/5/2019,5545.73,2739.33,1112.23
8/6/2019,5609.23,2770.64,1124.89
8/7/2019,5605.24,2768.64,1124.05
8/8/2019,5703.57,2816.84,1143.27
8/9/2019,5664.39,2797.22,1135.05
8/12/2019,5595.5,2763.05,1121.04
8/13/2019,5678.72,2804.08,1137.63
8/14/2019,5508.86,2720.1,1103.46
8/15/2019,5514.68,2722.79,1104.38
8/16/2019,5607.84,2768.53,1122.69
8/19/2019,5674.07,2801.13,1135.81
8/20/2019,5625.78,2777.17,1125.98
8/21/2019,5667.86,2797.88,1134.33
8/22/2019,5673.44,2800.6,1135.39
8/23/2019,5521.58,2725.62,1104.99
8/26/2019,5577.87,2753.32,1116.13
8/27/2019,5545.47,2737.31,1109.63
8/28/2019,5593.45,2760.99,1119.22
8/29/2019,5666.91,2797.03,1133.62
8/30/2019,5683.02,2804.9,1136.73
9/3/2019,5645.05,2786.04,1128.98
9/4/2019,5712.63,2819.29,1142.36
9/5/2019,5788.63,2856.51,1157.16
9/6/2019,5800.7,2862.42,1159.51
9/9/2019,5849.41,2886.37,1169.13
9/10/2019,5888.17,2905.45,1176.81
9/11/2019,5940.07,2931.02,1187.13
9/12/2019,5943.58,2932.58,1187.6
9/13/2019,5948.74,2934.8,1188.2
9/16/2019,5936.3,2928.63,1185.66
9/17/2019,5938.96,2929.93,1186.18
9/18/2019,5943.66,2932.24,1187.11
9/19/2019,5928.1,2924.46,1183.87
9/20/2019,5903.44,2912.29,1178.93
9/23/2019,5908.49,2914.78,1179.94
9/24/2019,5864.51,2893.01,1171.06
9/25/2019,5899.99,2910.52,1178.15
9/26/2019,5878.34,2899.82,1173.79
9/27/2019,5865.18,2893.17,1170.96
9/30/2019,5895.53,2908.07,1176.92
10/1/2019,5816.3,2868.94,1161.04
10/2/2019,5710.82,2816.91,1139.98
10/3/2019,5743.09,2832.55,1146.05
10/4/2019,5827.2,2874.03,1162.83
10/7/2019,5802.19,2861.7,1157.84
10/8/2019,5713.15,2817.77,1140.05
10/9/2019,5761.51,2841.28,1149.24
10/10/2019,5810.81,2865.56,1159.04
10/11/2019,5887.05,2903.09,1174.16
10/14/2019,5878.05,2898.65,1172.36
10/15/2019,5935.89,2927.18,1183.9
10/16/2019,5924.97,2921.72,1181.62
10/17/2019,5944.86,2931.46,1185.5
10/18/2019,5945.04,2931.51,1185.48
10/21/2019,5994.55,2955.87,1195.29
10/22/2019,6009.18,2963.06,1198.16
10/23/2019,6024.42,2970.51,1201.11
10/24/2019,6016.82,2966.76,1199.6
10/25/2019,6048.13,2982.17,1205.8
10/28/2019,6073.68,2994.77,1210.9
10/29/2019,6064.31,2990.14,1209.01
10/30/2019,6069.18,2992.43,1209.84
10/31/2019,6051.75,2983.76,1206.27
11/1/2019,6136.09,3025.22,1222.91
11/4/2019,6178.73,3046.22,1231.38
11/5/2019,6184.03,3048.83,1232.42
11/6/2019,6188.94,3051.18,1233.32
11/7/2019,6218.16,3064.97,1238.3
11/8/2019,6233.77,3072.49,1241.17
11/11/2019,6218.65,3065.03,1238.16
11/12/2019,6220.39,3065.84,1238.44
11/13/2019,6220.56,3065.88,1238.42
11/14/2019,6222.47,3066.56,1238.44
11/15/2019,6272.1,3090.7,1247.89
11/18/2019,6278.2,3093.68,1249.07
11/19/2019,6253.29,3081.3,1243.97
11/20/2019,6227.17,3068.37,1238.7
11/21/2019,6223.72,3066.59,1237.91
11/22/2019,6242.83,3076,1241.69
11/25/2019,6288.35,3098.32,1250.6
11/26/2019,6283.86,3096.07,1249.66
11/27/2019,6309.2,3108.44,1254.55
11/29/2019,6285.09,3096.33,1249.44
12/2/2019,6240.39,3074.27,1240.5
12/3/2019,6181.3,3045.1,1228.67
12/4/2019,6230.69,3069.31,1238.32
12/5/2019,6250.58,3078.72,1241.76
12/6/2019,6314.91,3110.32,1254.43
12/9/2019,6293.49,3099.68,1250.05
12/10/2019,6292.36,3099.07,1249.75
12/11/2019,6307.53,3106.52,1252.73
12/12/2019,6382.62,3143.35,1267.45
12/13/2019,6373.13,3138.55,1265.39
12/16/2019,6421.33,3162.26,1274.93
12/17/2019,6429.34,3166.19,1276.5
12/18/2019,6423.81,3163.38,1275.27
12/19/2019,6441.13,3171.78,1278.55
12/20/2019,6470.04,3186.01,1284.28
12/23/2019,6473.94,3187.93,1285.05
12/24/2019,6471.09,3186.43,1284.36
12/26/2019,6486.74,3194.03,1287.32
12/27/2019,6486.64,3193.96,1287.27
12/30/2019,6457.23,3179.28,1281.17
12/31/2019,6481.05,3190.91,1285.77
1/2/2020,6502.83,3201.45,1289.84
1/3/2020,6458.33,3179.43,1280.86
1/6/2020,6469.27,3184.82,1283.03
1/7/2020,6443.39,3171.99,1277.78
1/8/2020,6462.26,3181.26,1281.5
1/9/2020,6490.48,3194.64,1286.4
1/10/2020,6467.08,3183.11,1281.76
1/13/2020,6491.47,3195.12,1286.59
1/14/2020,6498.22,3198.34,1287.8
1/15/2020,6506.04,3202.18,1289.33
1/16/2020,6553.27,3225.36,1298.61
1/17/2020,6565.56,3231.39,1301.02
1/21/2020,6537.01,3217.33,1295.34
1/22/2020,6538.95,3218.22,1295.64
1/23/2020,6540.89,3219.11,1295.94
1/24/2020,6477.12,3187.67,1283.23
1/27/2020,6388.34,3143.97,1265.64
1/28/2020,6427.83,3163.38,1273.42
1/29/2020,6399.08,3149.19,1267.66
1/30/2020,6422.01,3160.21,1271.85
1/31/2020,6310.02,3104.95,1249.47
2/3/2020,6329.59,3114.55,1253.31
2/4/2020,6404.37,3151.34,1268.11
2/5/2020,6520.8,3208.63,1291.16
2/6/2020,6522.25,3209.09,1291.11
2/7/2020,6484.76,3190.48,1283.47
2/10/2020,6504.88,3200.08,1287.05
2/11/2020,6531.71,3213.2,1292.25
2/12/2020,6564.93,3229.5,1298.76
2/13/2020,6552.27,3222.86,1295.71
2/14/2020,6549.72,3221.29,1294.78
2/18/2020,6522.69,3207.89,1289.3
2/19/2020,6541.28,3216.98,1292.9
2/20/2020,6537.73,3215.18,1292.12
2/21/2020,6506.71,3199.87,1285.92
2/24/2020,6306.93,3101.47,1246.24
2/25/2020,6107.12,3003.21,1206.75
2/26/2020,6050.93,2975.57,1195.64
2/27/2020,5800.3,2852.13,1145.86
2/28/2020,5709.93,2807.52,1127.77
